id,text,teacher_uptake_student,student_uptake_teacher
65421,"STUDENT:
    I'm alright. A bit stressed at the moment. The online version of the training course is a chaos TEACHER:
    But the light's at the end of the tunnel right?",0.072239998,0.558323796
65422,"STUDENT:
    I don't see much light at the moment to be hones hah
    honest TEACHER:
    Ah right - yes ... doing everything online is ok in theory maybe but in practice...
    the course is chaotic/a mess/a disaster etc",0.609539693,0.981815746
65423,"STUDENT:
    ok thank you TEACHER:
    is it live on Zoom or something?",0.756124885,0.711314931
65424,"STUDENT:
    yes, we meet everyday at 9 on Zoom and we are there listening to our teacher until 2pm
    and after that we have to do a lot of exercises... so a lot of work TEACHER:
    Wow..a long time (and mostly the teacher talking?)",0.982313714,0.998722074
65425,"STUDENT:
    far more than when we went to classes TEACHER:
    yes i see - far from ideal",0.888628222,0.89367225
65426,"STUDENT:
    Teacher talking and students (we're 20 people) asking or interrupting.... it didn't happen before
    Maybe it's just the beginning and i'll get better (I hope so) TEACHER:
    Yes i see- it's tricky to manage the turn-taking  - does the teacher use breakout rooms?",0.819339926,0.722515343
65427,"STUDENT:
    Can I ask you a few things I'm not sure about? TEACHER:
    Yes sure...",0.97106599,0.771383669
65428,"STUDENT:
    ohh sorry, I didn't see your question... What are breakout rooms? TEACHER:
    Ah ...well I've just realised I think they're only available on the Zoom 'Pro' account
    But",0.639726594,0.799834506
65429,"STUDENT:
    I see... no we don't have Pro account TEACHER:
    they allow you to give people (students) time to work together in separate 'rooms'
    the host can enter each room when they like",0.727246573,0.998876109
65430,"STUDENT:
    I see, that would be great TEACHER:
    yes it's very effective (i was doing lessons on Zoom for a bit)",0.548152945,0.858348197
65431,"STUDENT:
    no, we all work at the same time so
    Well, I'm not sure about the use of 'I' or 'me' in sentences like TEACHER:
    Do they use any other functions to allow/control participation? e.g. chatbox/take control of the screen function/whiteboard/screenshare (even?)/ sharing files?
    Sorry go on...",0.745691907,0.103251417
65432,"STUDENT:
    Maria and I went to the park', 'Maria and me....',  'She and me...' , 'she and I...'
    My question is about when we use in these type of sentences 'me' or 'I'? TEACHER:
    OK so ... basically in normal everyday speaking we often say ... me and Maria/Maria and me = common
    MAria and I' = more careful and some people feel this is the 'correct' way .... in writing you;d usually  see thi sform",0.991681107,0.362583847
65433,"STUDENT:
    Then both are correct? TEACHER:
    In a test or if you want to copy a more careful (pedantic?!) native speaker then e.g. my friend and i = the correct option
    YOu will here tens of millions of people say the other way too (including me) so in this sense it is correct too yes",0.781691764,0.573650509
65434,"STUDENT:
    Great, clear now... I thought that one was wrong... I was concern about using it wrongly TEACHER:
    Yes I understand ... they are both absolutely correct in the sense of common use ...but yes one is more informal than the other",0.843566447,0.867582184
65435,"STUDENT:
    Actually we generally hear 'you and me...'
    You and I...' sounds weird, doesn't it? TEACHER:
    and SOME people would never say 'me and my friend...'
    yes much less common",0.971760287,0.599031421
65436,"STUDENT:
    what about 'you and Maria are good friends'?
    You and she/her are good friends?? TEACHER:
    OK hold on...let me clear my head!
    so you and maria sounds fine
    you and he are good friends = sounds better than you and him (it;s the nominative form)
    more correct yes BUT you will hear people say 'you and him for the subject as in 'you and him can go' but less 'correct''",0.999377469,0.987657748
65437,"STUDENT:
    I see... In Spanish it is a very common structure, maybe not so common in English? TEACHER:
    Yes i think that's right - that's why even though it seems such a simple phrase it's doesn't come easily to me...",0.914637396,0.410532604
65438,"STUDENT:
    Yes, that's what I thought TEACHER:
    Hold on ..give me a quick everyday example sentence (transalated from Spanish) if you can...",0.527041184,0.706160587
65439,"STUDENT:
    Imaging a situation in a classroom. Students have to work in pairs and you say: 'Marian and Pablo will work together'
    Now the same without their names 'she and he (you pointing at them) will work together?? TEACHER:
    yes i see ... aahhhh",0.659383137,0.483568129
65440,"STUDENT:
    or she and him??
    maybe you just say 'you two will work together' (pointing at them) TEACHER:
    she and he would be correct yes but just sounds weird because you'd say 'they'
    !!",0.999250063,0.775861536
65441,"STUDENT:
    I see, so let's forget about it... I was translating from Spanish
    Sorry!!! TEACHER:
    no that's OK - it's a fair question...just frustrating somehow
    and sorry yes...looking back ...exactly yes 'you two' = again the normal way",0.940133373,0.808544223
65442,"STUDENT:
    No frustration! I got it :)
    And another much easier question!! TEACHER:
    OK...",0.589258959,0.933058336
65443,"STUDENT:
    Last day (or the last day??) we talk, when we said good by to each other you said 'have a good one'
    what does that sentence mean? Have a good day? TEACHER:
    The last time we talked/when we talked the other day......and yes...have a good day is the origin i guess..but we kind of use it indiscriminately to mean e.g. weekend or whatever OR just see you later alternative! informal but normal for many people
    sorry i'm using such lazy writing there! (ellipsis etc)",0.999443572,
65444,"STUDENT:
    I see, thanks
    no worries!! TEACHER:
    Yes so many little phrases for hello/goodbye i guess! which ones did you pick up?
    I was always say 'hasta luego' i think in Spanish and never anything else!
    I don't know if that matters or not really!",0.758199084,0.906744045
65445,"STUDENT:
    Not many I think... For hello just hi or hello
    and for goodbye see you, bye (never goodbye, I don't know why) TEACHER:
    Yes sure well that's fine! 'alright?' is of course very common right?",0.70465573,0.993489455
65446,"STUDENT:
    some people say just 'later'? TEACHER:
    um...'later' by itself is only used by some young people i would say....but possible yes (or 'laters' -= another form used by some young people....god this is making me feel old!)",0.99947281,0.310236492
65447,"STUDENT:
    haha TEACHER:
    most common = seeya (as in pronounced like that i mean ...never see YOU if you see what i mean)",,0.763453001
65448,"STUDENT:
    and night for goodnight
    no sorry, I don't understand the explanation of 'seeya' TEACHER:
    Yes so your idea about 'goodbye' being unusual is correct  - 'bye' by itself = a thousand times more normal ...'goodbye' sounds very final/formal (weird!)
    So obviiously we say 'see you' and miss out the 'later ' at the end VERY often ...BUT many (most!) students pronounce the 'you' with a strong form of the vowel you know?",0.991576242,0.997373396
65449,"STUDENT:
    Yes TEACHER:
    BUt we use the weak form (the 'schwa' remember?) and it sounds weird otherwise
    so in writing this is represented as 'ya'",,0.850230558
65450,"STUDENT:
    yes TEACHER:
    OK",,0.541410891
65451,"STUDENT:
    question if we change the pronunciation the meaning changes? TEACHER:
    Um...no sorry I didn't mean that ...hold on asec..",0.654068824,
65452,"STUDENT:
    Ahhh okk
    Ahhh okk TEACHER:
    So non-native don't use weak forms very much it' s true and it basically doesn't matter that much really BUT we do yes and it can change the meaning
    But we understand that if you use them/don't use them it's not changing the meaning because you only have one form!
    you see what  i mean?",0.59514701,0.740282111
65453,"STUDENT:
    Yes I see
    <TEACHER> : most common = seeya (as in pronounced like that i mean ...never see YOU if you see what i mean) TEACHER:
    OK! it's just taht for some reason the non-native failure to use the weak vowel in the phrase  'see ya' is particularly noticeable ... but it doesn't really matter!",0.993862933,0.995768056
65454,"STUDENT:
    I got the idea of a different meaning after reading that sentence I copied above TEACHER:
    Yes i see what you mean - tricky to talk about pronunciation issues in this format!
    I do a lot of pronunciation normally in classes",0.795543607,0.866034657
65455,"STUDENT:
    sure, again we miss the audio! TEACHER:
    yes oh well",0.77499253,0.539227751
65456,"STUDENT:
    Then, you suggest that I don't use 'see ya'
    ?? TEACHER:
    Oh no - it's fine !
    Keep using it no problem!",0.942391294,0.776641405
65457,"STUDENT:
    okkk TEACHER:
    HAve you noticed people saying alright' for 'hello'  a lot?",,0.770721644
65458,"STUDENT:
    no, never
    ahh yes TEACHER:
    Ah interesting! That's what i use very often ...",0.662204892,0.955337088
65459,"STUDENT:
    but I thought it meant Are you alright? TEACHER:
    OK ..this is very common informally (not everyone uses it )
    Ah yes i see...it CAN mean this BUT it's just become so generuc
    generic...",0.176194053,0.560337778
65460,"STUDENT:
    ahhh TEACHER:
    so the other person will just reply 'alright' - you see?!
    it's not a real question
    but you CAN answer it a real question if you like!",,0.650353015
65461,"STUDENT:
    I don't like it! Same in Spain... we could say 'qué tal?' instead of 'hola' TEACHER:
    as a real question i mean
    Yes i see...I always found it intimidating when Spanish people said e.g. Que pasa/que dices ....",0.990139649,0.488197894
65462,"STUDENT:
    I don't like it because the person who is saying 'qué tal?' usually is not interested in if you are well or not TEACHER:
    like i had to have some interesting answer
    yes i see!
    What about 'cheers' for 'bye' ? Have you noticed that much?",0.736748907,0.981462302
65463,"STUDENT:
    haha I don't think they are expecting an interesting answer... I think it's just a different way of saying hello TEACHER:
    OK that's a relief",0.647292756,0.996646151
65464,"STUDENT:
    In Argentina it is worse TEACHER:
    ?",0.780853737,0.834721933
65465,"STUDENT:
    they ask ¿qué haces? what are you doing? TEACHER:
    ok right...yes scary!",0.227743867,
65466,"STUDENT:
    so I use to explain what I was doing and they don't care haha TEACHER:
    :)",0.726086619,0.821823142
65467,"STUDENT:
    I used sorry, not anymore TEACHER:
    OK cheers <STUDENT> - have a good one and i'll speak to you on Thursday ok? see ya....",0.618901007,
65468,"STUDENT:
    Yes, thank you very much
    have a good one you too
    :) TEACHER:
    no probs",0.713963351,0.984316006
65470,"STUDENT:
    Hello!",,
65471,"TEACHER:
    Hi <STUDENT>!
    How are you? STUDENT:
    Great, thank you! How about you?",,0.936654207
65472,"TEACHER:
    All good, thanks. It's been unseasonally warm here STUDENT:
    Really? Here it is quite cold...",0.962877659,0.992158399
65473,"TEACHER:
    Oh interesting! Maybe our warmth will soon reach you guys, or maybe vice versa, we'll get your cold weather STUDENT:
    We shall see...I hope it will get a bit warmer, it really went from summer to winter weather  in a matter of days",0.995343124,0.998872948
65474,"TEACHER:
    How's the lockdown going for you? Are there any aspects you're enjoying or is a survival for you, with two young kids and working from home?
    I wonder if the climate in Austria is less affected by the ocean, with it being landlocked, so you're getting more of a contrast of seasons STUDENT:
    Well...currently it is mostly a curfew, at least the children go to the childminer in the morning.
    So, currently I am doing fine...I hope they'll let the childminer work, though, because the few hours of silence during the morning make a big difference.",0.97852137,0.690452037
65475,"TEACHER:
    Ah, I see! That's good. It's a childminDer. Someone who minds other people's children, as in looks after them STUDENT:
    Well...yes, Austria has a bit more of a continental climate...but Graz is relatively close to Slovinia and the sea, so it shoud have the best weather.",0.924529484,0.006101163
65476,"TEACHER:
    a few hours of quiet, yes STUDENT:
    At least, this is what they told me.
    Oh! I must have read it wrong the first time: I was wondering about what 'miner' and 'keeping children' had in common...
    Thank you for catching it :) Childminder it is, then!",0.323672666,0.557654143
65477,"TEACHER:
    You sound a bit disappointed in the weather :)  I bet it's quite an adjustment for you. It still is for me!
    Yes, no miners! :) STUDENT:
    Haha...well, actually my hometown is quite a rainy place...but in Trieste I got used to a very nice weather.
    How was the week of vacation? I guess the warm weather was a plus for you!",0.980018516,0.992308634
65478,"TEACHER:
    It rained for most of the week (of course!) But we had a lovely relaxing time, thank you
    The warm weather has only just started, really
    Did you move to Graz for your job / research then? STUDENT:
    Oh...well, then who knows how long it will last...
    Yes, I moved here for my job: it is a very good position...and it is relatively close to my home region: without the corona it takes less about three hours by car",0.999075822,0.988450546
65479,"TEACHER:
    Sure. Could you fill in the gap: If it wasn't __ corona, it would take less than 3 hours STUDENT:
    for
    I think...",0.999101906,0.603533433
65480,"TEACHER:
    Yes, cool. Just checking :)
    Mind you, every time the weather is particularly warm, which I love, there is always a thought at the back of my mind, is it actually the result of climate change and not something to be particularly happy about? STUDENT:
    I agree with you on that one. Climate is more concerned on the weather over time...so a single day of warm could just be okay...",0.78375018,0.999260661
65481,"TEACHER:
    Yes, but when there is a pattern, there is something to worry about STUDENT:
    The problem is that it happens so often and that the temperature is so high.
    Indeed...climate change, unfortunately, is a complex problem: everyone should mint it.
    *mind it...",0.726133762,0.654970561
65482,"TEACHER:
    Yes, well, hopefully, it's not too late to act on this one! STUDENT:
    I hope it too!",0.450019192,0.976066155
65483,"TEACHER:
    It hope __ too STUDENT:
    that",0.997694325,0.90001586
65484,"TEACHER:
    so STUDENT:
    Okay...I agree that 'I hope so too' sounds better, but I wouldn't know why. Is it just how the verb 'hope' works?",,
65485,"TEACHER:
    Just thinking how to explain it best STUDENT:
    (for this particular case)",0.745729291,0.782698693
65486,"TEACHER:
    One second
    Hope doesn't take a direct object
    which makes it an 'intransitive' verb
    I hope for the best
    we need 'for' here
    Alternatively, we need a clause
    I hope that we will be able to avert climate change STUDENT:
    I see! Wow, this is definitely an italian-related mistake, since in italian 'to hope' is transitive.
    I hope that I learn how to use the verb to hope",0.72836732,0.99235856
65487,"TEACHER:
    Aha, that will be it then, it's language 1 interference for you
    Exactly!
    And of course, it can be a noun as you know STUDENT:
    I hope to learn this.' would also be incorrect, right?
    I mean, 'to learn' would be the direct object in that case",0.973051396,0.846387671
65488,"TEACHER:
    Oh yes, I hope to do something - perfectly fine
    no, a direct object would be a noun or something that can function as a noun
    read a book
    book - direct object STUDENT:
    okay...I don't know why I included anything answering to 'what?/who?' under the definition of direct noun.",0.999345573,0.998147728
65489,"TEACHER:
    Remember we were talking about the British vs. US use of write?
    In British English, I write a letter to my teacher. A letter = direct ofject; to my teacher = indirect object STUDENT:
    Yes, I remember vaguely: in the US people omit the 'to', but I can't exactly remember in which case.",0.994046654,0.878251075
65490,"TEACHER:
    You know what, you're actually right. 'to learn' is an infinitive object
    Now that I think about it
    In US English, you can say, I'll write you a letter. or She hasn't written me
    In UK English: She hasn't written to me STUDENT:
    I'll write to you a letter.",0.959141579,0.998102113
65491,"TEACHER:
    I'll write a letter to you
    direct object before the indirect one :) STUDENT:
    Indeed...ordering problem there.
    About the 'I hope to learn'...so would it be correct to use hope + infinitive object?",0.999158597,0.834955551
65492,"TEACHER:
    Yes, of course
    hope to Verb; hope for Noun; hope that Clause STUDENT:
    Okay, I'll write that down. Thank you!",0.993108538,0.753830183
65493,"TEACHER:
    hope for the best (not a noun, but a very common expression) STUDENT:
    I see, I would add that 'hope for the best' is a common expression given the current times.",0.63261383,0.999514457
65494,"TEACHER:
    Ok, shall we have another look at your writing? I've got one last remark for the piece about Elon Musk STUDENT:
    Yes, please!",0.225507859,0.954179149
65495,"TEACHER:
    This is about a parallel structure again
    it definitely is a must-read for anyone interested into  this incredible person or SpaceX/Tesla fan
    First of all, interested
    in
    Sorry, interested in
    But more importantly, the parallel structure doesn't work here
    It's a must-read for anyone interested in this person STUDENT:
    interested into' okay...I think I mixed it up with expressions such as 'I'm into math'",0.60432431,0.96870676
65496,"TEACHER:
    First part is fine
    But
    It's a must-read for anyone SpaceX / Tesla fan
    wouldn't work grammatically
    and we need both parts to work STUDENT:
    Hmmm...
    It's a must-read for every SpaceX / Tesla fan
    that is how I would correct that part...but then, would the parallel structure work?
    I guess not...",0.601168904,0.999498626
65497,"TEACHER:
    You can still make it work for both parts
    It's a must-read for anyone __ ___ interested in... or Space X / Tesla fan STUDENT:
    who is",0.999503537,0.678564474
65498,"TEACHER:
    Yes!! correct
    Do you see how it would make both parts agree grammatically? STUDENT:
    Yes, it is apparent once we split the sentence into two parts...",0.186445674,0.981155364
65499,"TEACHER:
    Last but not least STUDENT:
    anyone who is insterested in... anyone who is (a) Tesla fan
    I guess that a is missing?",0.66780959,0.862409089
65500,"TEACHER:
    Correct! I was just typing about that :)
    You definitely need an 'a' STUDENT:
    Lesson learned: from now on I will try to split parallel structures and check them separately.
    Otherwise I find it difficult to find this sort of problems.",0.963359625,0.597635865
65501,"TEACHER:
    Ok! I'm sure you will soon develop a feel for that
    Ok, the next bit presents a similar challenge. Not a parallel structure, but also a grammatical agreement problem
    I found this book interesting, though being packed with ideas, it sometimes makes it hard to read/follow  and some concept are, I believe, oversimplified.
    Being packed with ideas, it sometimes makes it hard to follow... STUDENT:
    Being packed with ideas makes it sometimes hard to follow.
    Would that be better? Even though i don't really like the expression 'being packed with ideas'",0.997641206,0.999498758
65502,"TEACHER:
    Very good correction! You've made 'being packed with ideas' the subject
    Otherwise, being packed with ideas doesn't agree with 'it'
    because you mean 'the book', not 'it' from the clause 'it makes it hard to read'
    How would you correct this sentence? 'Having lost my glasses, it was hard for me to read' STUDENT:
    Mmm...I am thinking",0.999504085,0.713914007
65503,"TEACHER:
    Let me know if you don't see the problem with it :) STUDENT:
    Changing the second part to 'made it hard for me to read' is an option, probably...
    The 'it' is not referring to 'having lost my glasses' (which is the subject)",0.685811297,0.578989463
65504,"TEACHER:
    Yes, definitely STUDENT:
    But I can't think of what would be the correct word instead of 'it'",0.780766803,0.82334983
65505,"TEACHER:
    But if you wanted to keep 'having lost my glasses', it would be something like 'Having lost my glasses, I was struggling to read'
    Because I lost my glasses, not 'it'
    You need the same subject in them STUDENT:
    I see...so there was not way to simply 'correct' the word 'it'.",0.944393752,0.849164999
65506,"TEACHER:
    No, you'd need to re-structure it
    It's a very common higher-level learner mistake STUDENT:
    I see...well, it looks rather difficult to find",0.879948357,0.655233226
65507,"TEACHER:
    I do agree with actually about the fact that 'being packed with ideas' is not the best choice of phrase
    *with you
    I'll have a quick look to see if I can find an exercise for you STUDENT:
    Great, thank you!",0.731972203,0.486491842
65508,"TEACHER:
    I might prepare it for the next time if you don't mind
    What would you suggest instead of 'packed with ideas'? STUDENT:
    Mmm...good question...I guess 'full of ideas' would sound better.
    But I don't think it would be the best option.",0.824998875,0.999154069
65509,"TEACHER:
    hmm, 'full of ideas' sounds more like praise, doesn't it?
    the book can be hard to follow due to a plethora of ideas STUDENT:
    Yes...",0.999018434,0.76839915
65510,"TEACHER:
    or 'an abundance of ideas'
    just as an example
    Also, we could streamline the sentence a bit STUDENT:
    The abundance of ideas made the book difficult to follow.",,0.999285993
65511,"TEACHER:
    I found this book interesting, though occasionally hard to follow due to an abundance of ideas
    Sorry, my Internet connection is a bit wobbly, resulting in double turns STUDENT:
    Don't worry, my connection is also wobbly...
    I found this book interesting, though the abundance of ideas made it at times hard to follow.'",0.999043366,0.999503605
65512,"TEACHER:
    Ok, we will continue our quest for better ways to write in English next time if it's ok with you! Pretty much an endless process :)
    I like it, yes!!
    Very concise, too STUDENT:
    I agree, an endless process. Thank you for your time and help!",0.824447123,0.999213132
65513,"TEACHER:
    It's my pleasure! STUDENT:
    Next week, same time, same place?",0.967863472,0.925460508
65514,"TEACHER:
    Yes, barring any disasters :)
    Speak to you then! STUDENT:
    Yes, thank you! Bye bye!",0.920959984,0.988447522
65540,"TEACHER:
    Hi <STUDENT>! :)",,
65541,"STUDENT:
    Hi, <TEACHER>! ) TEACHER:
    Hi, how are you? Is the chatroom easy enough to use?",0.998262586,0.999274541
65542,"STUDENT:
    Yes, everything is ok ) Thank you )
    How are you? ) TEACHER:
    Great to have you here! :)
    Fine, thank you! The weather's changed and it's a bit rubbish outside, but not too bad!
    And how are you?",0.991953011,0.990517799
65543,"STUDENT:
    In Kyiv it's nice today. TEACHER:
    Oh, I miss Kyiv!",0.998159093,0.978822687
65544,"STUDENT:
    Sunny and not too hot as in summer TEACHER:
    Sounds so good!",0.880202796,0.852608474
65545,"STUDENT:
    I hope you can visit us later TEACHER:
    I really hope so! We were supposed to visit last spring as you know",0.99622485,0.947372952
65546,"STUDENT:
    But now it seems like a dream ) TEACHER:
    Exactly
    It's getting worse again in the UK. There are more cases of covid and the number is rising",0.518384781,0.847918481
65547,"STUDENT:
    In Ukraine we have the same situation unfortunately TEACHER:
    Oh really? What's it like? Are shops / restaurants / schools open?",0.533668988,0.874826296
65548,"STUDENT:
    Yes, everything and everybody work TEACHER:
    What's the government planning to do about it all? Here, Boris addressed the nation last night again",0.565024241,0.16886868
65549,"STUDENT:
    I think it's because the government can't do lockdown one more time because of econimical reasons TEACHER:
    Yes, exactly the same situation here",0.837900294,0.983761839
65550,"STUDENT:
    I red some post on instagram about the UK TEACHER:
    He said pubs and restaurants should close at 10 pm and the fine for not wearing a mask is now 200 pounds",0.289860972,0.601796512
65551,"STUDENT:
    Maybe you know a Russian businessmen Chichvarkin? TEACHER:
    And people should work from home if they can
    No, I don't",0.330066169,0.319860697
65552,"STUDENT:
    This man lives in London about 10 years I think TEACHER:
    As many of them do!",0.247963517,0.364922579
65553,"STUDENT:
    He had a huge business in Russia and then he had some problems with Russian president
    so
    Now he is living in London and has huge shop of vines there TEACHER:
    Ok!",0.771430147,0.746135967
65554,"STUDENT:
    and Hide restaurant TEACHER:
    ah, I've just googled the restaurant",0.994684141,
65555,"STUDENT:
    so ) Yesterday he wrote something like if the government does a new lockdown I will protest etc TEACHER:
    Oh bless, my heart bleeds",0.584749294,0.095973969
65556,"STUDENT:
    Because he wants to work and earn money TEACHER:
    Do you know the expression 'my heart bleeds for someone'?",0.459881737,0.76422796
65557,"STUDENT:
    Oh bless, my heart bleeds  - sorry, I don't know this frase
    what does it mean? ) TEACHER:
    If you say 'my heart bleeds' it means you are sorry for someone (your heart bleeds for them), but it's mostly used sarcastically. I definitely used it sarcastically as I'm not really feeling sorry for him!",0.999491992,0.999435852
65558,"STUDENT:
    Ah!
    It's clear now, thank you ) TEACHER:
    I'm going to be throwing in some words and phrases that might be interesting to you, so yes, just ask questions, well done :)",0.648340857,0.745950561
65559,"STUDENT:
    Actually, I have a question now about this conversation ) TEACHER:
    Yes, of course!",0.867893636,0.83522391
65560,"STUDENT:
    Maybe you know.Will be this conversation saved after its finishing?
    Can I check it later for some words or expressions?
    Or should I notice them now?
    And I have one more ) TEACHER:
    Yes, the text is saved but you won't have access to it, sorry about that! I'll be making a list of new words every time, so don't worry, we'll go back to them. You can always copy and paste things or write them down!
    Yes, sure",0.997309359,0.866656215
65561,"STUDENT:
    Actually it's not a question. More like my advise for people who made this software TEACHER:
    Are you on your phone or laptop, by the way?
    Yes, please!",0.861858094,0.598081199
65562,"STUDENT:
    It would be more convenient to have option like 'to answer a question'
    I don't know exactly how to cal it better TEACHER:
    Oh, I see, like a reply button?
    Yes, I'm with you!",0.820818594,0.887241994
65563,"STUDENT:
    Oh, sure! Reply
    Sorry, I forgot the word )) TEACHER:
    Yes, this is useful feedback, thank you! And it would also be useful to be able to see when the other person is typing",0.651511338,0.967295701
65564,"STUDENT:
    agree!
    I'm on my laptop now TEACHER:
    I think they kept this chatroom deliberately very basic. It's not like Messenger but it serves the purpose!",0.663983759,0.444012615
65565,"STUDENT:
    deliberately? ) TEACHER:
    When you do something deliberately, you do it and you know you want to do it! An antonym of accidentally",0.996676076,0.987219926
65566,"STUDENT:
    Thank you TEACHER:
    So the people who created this chatroom wanted it to be very basic, and that's what it is!",0.789562233,0.673879826
65567,"STUDENT:
    I see!
    And <TEACHER>
    I'm very very sorry TEACHER:
    For example, I was a bit hurt by what my friend said, but I don't think she said it deliberately to upset me
    Yes, go on!",0.980550333,0.885303586
65568,"STUDENT:
    I know that yesterday was a big day for you ) TEACHER:
    Ah yes, thank you! :)",0.921903427,0.479969976
65569,"STUDENT:
    It was <TEACHER'S CHILD>'s Birthday
    Sorry I missed it! TEACHER:
    <TEACHER'S CHILD>'s <AGE>! He says he's grown bigger :)
    No worries, you even sent him a present!",0.999359602,0.952093653
65570,"STUDENT:
    Congratulations!
    He is a big boy, He is at school now
    Can't believe! TEACHER:
    Thank you! It was really weird that he was at school all day. We used to always be able to take a day off for his birthday (and every birthday in the family), but we don't have this freedom anymore!",0.994563474,0.986902313
65571,"STUDENT:
    No party yesterday?? TEACHER:
    I know! He's lucky because he's one of the oldest kids in his class. In the UK, children start school in September after their 4th birthday, and there are some kids with August birthdays in his class. They are still babies, 11 months younger than <TEACHER'S CHILD>!
    We wanted to take him out to eat at his favourite cafe, but he was so tired he wanted to go home! So we ended up ordering a pizza.",0.082769535,0.73853967
65572,"STUDENT:
    Pizza is always a good idea )
    <STUDENT'S CHILD> likes it so much TEACHER:
    Well, he did play with his friend next door on Saturday, and <TEACHER'S HUSBAND>'s parents are coming this weekend. We couldn't have a party this year because you can't have more than 6 people together socializing",0.762537507,0.993559895
65573,"STUDENT:
    It seems like ideal Birthday for five years boy TEACHER:
    We gave him a game table where you can play table football, air hockey, ping pong and snooker
    So we ended up playing that, it was great fun!
    That's it, I don't miss throwing a big party. I find it a bit stressful!",0.939845942,0.797560619
65574,"STUDENT:
    Agree TEACHER:
    And by 'a bit' I mean 'very' :)",,0.203691984
65575,"STUDENT:
    haha TEACHER:
    I did make a cake! a black forest gateau
    Do you this one?",,0.778937924
65576,"STUDENT:
    no! TEACHER:
    Sorry, it's a Black Forest gateau, I should have capitalized it",,0.481869725
65577,"STUDENT:
    The name is very interesting TEACHER:
    Schwarzwalden cake
    The chocolate one with cherries and cream
    I'm sure you know it!",0.854400665,0.340800885
65578,"STUDENT:
    hm
    I have to google ) TEACHER:
    My Mum always used to make a version of this cake for me!",0.42753761,0.639177015
65579,"STUDENT:
    I've checked ) I know it ) TEACHER:
    Yes sure :)",0.319035376,0.326679187
65580,"STUDENT:
    yummy )) TEACHER:
    But I prefer it with Ukrainian sour cherries, not the sweet cherries that we have here",0.827994293,0.925935332
65581,"STUDENT:
    Did you make it yourself? TEACHER:
    You love baking, don't you?
    I did! And it worked!",0.97775063,0.641555244
65582,"STUDENT:
    It's difficult to make it? TEACHER:
    Mmm, it takes a bit of time but I wouldn't say it's difficult
    time-consuming",0.961811091,0.833658351
65583,"STUDENT:
    Don't you have 'usual'cherries there? TEACHER:
    Well, that's the trouble. 'Usual' cherries in this country are sweet!
    Sour cherries are called Morello cherries and are quite hard to get. Sometimes you can buy them frozen from a supermarket
    But! I'm planting a Morello cherry tree in my garden this spring! So I'll have a good supply in a few years",0.999462181,0.358621771
65584,"STUDENT:
    You can grow them in your garden ) TEACHER:
    I have to!",0.869190165,0.994084068
65585,"STUDENT:
    haha! I knew ) TEACHER:
    poor me :)
    Anyway, I know you love baking, tell me about it, please!",0.941346028,0.701218245
65586,"STUDENT:
    I love baking but not time-consuming things ))
    I like ti make something fast and have a good result ) TEACHER:
    Oh, I completely agree! I just made a special effort for <TEACHER'S CHILD>'s birthday!
    You bake a lot of bread, don't you?",0.989576078,0.998490727
65587,"STUDENT:
    Like 'my' baguette )
    Jus baguette )
    I baked one sweet bread
    It's German thing TEACHER:
    Interesting!",0.727753088,0.992231972
65588,"STUDENT:
    Let me think
    Unfortunatelly I don't remember the name TEACHER:
    I have no idea either!",0.889293572,
65589,"STUDENT:
    They Bake it for Easter TEACHER:
    Ah, an Easter bread! I want to make Ukrainian Easter cakes this Easter
    Oh, you know what I really want to learn to bake? Donetska zdoba",0.998558001,0.668697352
65590,"STUDENT:
    I think it's too difficult for me ) TEACHER:
    I really miss those buns!",0.587594425,0.430258438
65591,"STUDENT:
    Donetska zdoba ? I don't know!
    Is it a cake? TEACHER:
    You do! You have them in every bakery!
    Donetskaya sdoba?
    The little Ukrainian buns",0.987663763,0.885367296
65592,"STUDENT:
    I've google it TEACHER:
    Do you know what I mean?",0.471532546,0.233538671
65593,"STUDENT:
    It's funny, but I don't know these buns ))) TEACHER:
    No way!!
    They are the absolute best! When fresh and with a bit of butter",0.977841949,0.828879612
65594,"STUDENT:
    actually now I prefer not to buy bread in the supermarket TEACHER:
    Do you just make your own?",0.925922659,0.979931351
65595,"STUDENT:
    I try to make it myself or just don't eat the bread ) TEACHER:
    Have you got a breadmaker or do you bake it in the oven?",0.997345978,0.847244603
65596,"STUDENT:
    I have to send you a recepi of buns which I have from my mum
    in the oven TEACHER:
    yes, please, send me a recipe!",0.974124138,0.999035637
65597,"STUDENT:
    But we use for them sour cream TEACHER:
    I've prepared lots of material related to food, but I think it'll have to wait until Friday",0.702563763,0.848047633
65598,"STUDENT:
    I'm not sure if you have it there TEACHER:
    I can get sour cream here. It's not the same but close enough",0.655329373,0.494006463
65599,"STUDENT:
    Oh! Super! So you can try the recipe! It's easy and tasty! TEACHER:
    Yes please!
    A couple of things from today. 'This man ___ ____ in London for about 10 years (live)'",0.138478486,0.977805633
65600,"STUDENT:
    And my mom made 'Sayka' buns
    is living? TEACHER:
    Oh, I know, heart-shaped?
    This man has lived in London...
    No worries, I'm just noting some things we can look into later",0.221945024,0.943979618
65601,"STUDENT:
    sure, sorry
    Not  heart-shaped, but you can do them like that TEACHER:
    No, not sorry, you've done really well with all the chatting in English! I just need to see what could be useful for you and what material I should prepare",0.806336452,0.999234483
