,id,conversation_id,text,conv1,conv2,LCS,conv1_len,conv2_len,cos,human_int_mean,new_13bchat,new_7bchat,7b_int,13b_int,7bnonchat_int,13bnonchat_int,gpt4_int,mis_nonchat_int,mix_int
5490,39088,110,"teacher: see you, take care!  student: thank you! see you! take care too","see you, take care!",thank you! see you! take care too,1,4,7,0.353796168,0.333333333,2,3,2,2,0,3,2,4,2
5491,53845,168,"teacher: see, i don't even know what ig is :)  student: instagram    student: it's just instagram.","see, i don't even know what ig is )",instagram,0,9,1,-0.171461895,3,2,3,2,3,0,2,2,2,2
5492,67058,254,"teacher: shall we go at paragraphs one by one, and then you choose which idea you'd like to express? or potentially both  student: that's if we think about digital boards on the streets i'd like to continue expressing the first one so i have to write by hand the whole essay now, right?    student: that is correct. i would like to continue discussing the first idea. should i proceed to write the entire essay by hand now?","shall we go at paragraphs one by one, and then you choose which idea you'd like to express? or potentially both","that's if we think about digital boards on the streets i'd like to continue expressing the first one so i have to write by hand the whole essay now, right?",2,21,30,0.444668312,2,2,3,4,3,1,2,3,1,3
5493,59785,231,teacher: shall we go back to the use of english we started on last time? from the teacher's handbook pdf  student: yes. let's do that    student: okay. let's proceed with that.,shall we go back to the use of english we started on last time? from the 's handbook pdf,yes. let's do that,0,19,4,0.294292972,2.666666667,2,3,4,4,1,2,3,2,2
5494,47228,143,"teacher: shaving? it comes from 'shave', like shave a beard or shave your legs  student: yes","shaving? it comes from 'shave', like shave a beard or shave your legs",yes,0,13,1,0.038948672,1,2,3,4,3,1,0,2,4,2
5495,39333,74,"teacher: she and he would be correct yes but just sounds weird because you'd say 'they' !!  student: i see, so let's forget about it... i was translating from spanish sorry!!!",she and he would be correct yes but just sounds weird because you'd say 'they' !!,"i see, so let's forget about it... i was translating from spanish sorry!!!",0,16,13,0.591999515,1.666666667,2,3,3,3,4,0,3,1,3
5496,58315,214,"teacher: she apparently looked through more than 1000 bills before they got to the parliament exactly! but she is a very powerful woman, protecting her wealth and her power  student: during which period?    student: which period is it?","she apparently looked through more than 1000 bills before they got to the parliament exactly! but she is a very powerful woman, protecting her wealth and her power",during which period?,0,28,3,0.435876964,3,2,3,2,2,0,0,2,2,2
5497,53200,84,teacher: she has written three (i think) amazing cookbooks about ukrainian cooking in english  student: wow    student: that's absolutely impressive!,she has written three (i think) amazing cookbooks about ukrainian cooking in english,wow,0,13,1,0.157914827,2.666666667,2,3,3,3,1,3,3,1,3
5498,58642,249,teacher: she has!  student: i'm not sure that the cartoon isn't too 'adult' for <student's child> but we will see .    student: i'm unsure if the cartoon is appropriate for <student's child>. we will find out.,she has!,i'm not sure that the cartoon isn't too 'adult' for <'s child> but we will see .,0,2,17,0.510756023,1.666666667,2,3,2,2,0,3,3,3,3
5499,58614,195,teacher: she likes to dress in a quirky way etc. a similar word that also means 'old-fashioned' is quaint unusual and old-fashioned  student: ok!    student: okay.,she likes to dress in a quirky way etc. a similar word that also means 'old-fashioned' is quaint unusual and old-fashioned,ok!,0,21,1,0.317266727,2,2,3,2,2,0,3,2,1,2
5500,39627,94,"teacher: she plugged it in, double gg  student: to vote for annavel *b and then the tv and lights switched off","she plugged it in, double gg",to vote for annavel *b and then the tv and lights switched off,0,6,13,0.406753268,2.666666667,3,3,4,3,1,3,2,2,3
5501,58582,195,"teacher: she worked with the russian campus, so i always thought their ideas were aligned  student: aligned - same? i'm sorry can you give me 2 mins? just a small pause    student: are ""aligned"" and ""same"" the same thing? can i have 2 minutes? i just need a short break.","she worked with the russian campus, so i always thought their ideas were aligned",aligned - same? i'm sorry can you give me 2 mins? just a small pause,1,14,15,0.042311462,2,2,3,2,2,3,3,3,3,2
5502,54026,159,teacher: should is good for giving advice it's cold. you should wear a hat  student: ok!    student: alright.,should is good for giving advice it's cold. you should wear a hat,ok!,0,13,1,0.370542833,2.333333333,2,3,1,3,0,1,3,2,1
5503,64382,20,teacher: si another giid thing in ielts is to use words ti describe the meaning of the numbers not just a list of the numbers themselves you see so...hold on... good thing  student: ah,si another giid thing in ielts is to use words ti describe the meaning of the numbers not just a list of the numbers themselves you see so...hold on... good thing,ah,0,31,1,0.167364027,3.666666667,2,3,3,3,1,2,3,4,2
5504,64357,20,"teacher: si number one : do you need the past perfect? no! what tense? ok ok slow down!  student: ohh sl ohh sorry555    student: oh, sorry for the mistake.",si number one  do you need the past perfect? no! what tense? ok ok slow down!,ohh sl ohh sorry555,0,16,4,0.102546445,3,2,3,2,2,0,2,2,1,2
5505,59301,219,"teacher: sidewalk! it's what americans call 'sidewalk'  student: i have to memorize this, pavement not sidewalk okay, now it makes sense!    student: i need to memorize ""pavement not sidewalk."" i understand it now.",sidewalk! it's what americans call 'sidewalk',"i have to memorize this, pavement not sidewalk okay, now it makes sense!",0,6,13,0.141033152,2,2,3,4,2,0,3,3,2,3
5506,58457,199,"teacher: silly me! one second ok, you might have to change the form of the words, like add -ing or -ed 1. if youre a social media influencer, you have to ______ every day. 2. the company started a big advertising campaign, to help with the ____ of its new product. 3. i was _____ through some magazines while waiting for my appointment. 4. their houses are completely different. hers is quite minimalistic, but his is really ____, filled with plants, pictures and souvenirs. 5. during her teenage _____, she dyed her hair a new colour every three months. 6. she looked a ____ figure standing at a bus stop. 7. we would be able to control the virus better if people didnt ____ against lockdown rules. 8. you hear that noise because the wheels are out of __________. ready!  student: ok! 1. if youre a social media influencer, you have to rebel every day. haha it's a joke ok let's start    student: i understand. let's begin.","silly me! one second ok, you might have to change the form of the words, like add -ing or -ed 1. if youre a social media influencer, you have to ______ every day. 2. the company started a big advertising campaign, to help with the ____ of its new product. 3. i was _____ through some magazines while waiting for my appointment. 4. their houses are completely different. hers is quite minimalistic, but his is really ____, filled with plants, pictures and souvenirs. 5. during her teenage _____, she dyed her hair a new colour every three months. 6. she looked a ____ figure standing at a bus stop. 7. we would be able to control the virus better if people didnt ____ against lockdown rules. 8. you hear that noise because the wheels are out of __________. ready!","ok! 1. if youre a social media influencer, you have to rebel every day. haha it's a joke ok let's start",10,139,21,0.333299912,4,3,3,2,2,0,2,3,1,3
5507,65820,205,teacher: since!)) or 'since that time'  student: oh! since! since that time! of course!    student: you haven't communicated since that time.,since!)) or 'since that time',oh! since! since that time! of course!,1,5,7,0.055859849,3,2,3,6,6,0,2,3,0,3
5508,22548,188,teacher: sleep is important! you had a ___ -___ :)  student: hm,sleep is important! you had a ___ -___ ),hm,0,9,1,-0.055018686,0.333333333,2,3,2,3,1,3,2,2,2
5509,36413,92,"teacher: slugs and snails are my chief enemies because they eat my plants! and yes, they are yucky and slimey, that's because they are mollusks, not insects! but snails can be quite cute i think  student: i agree","slugs and snails are my chief enemies because they eat my plants! and yes, they are yucky and slimey, that's because they are mollusks, not insects! but snails can be quite cute i think",i agree,1,34,2,0.026854729,1.333333333,2,3,,4,0,2,3,1,1
5510,53862,168,"teacher: snap! :))  student: what about home alone?    student: um, what about home alone?",snap! )),what about home alone?,0,2,4,0.141245795,2.666666667,2,3,1,3,0,1,3,0,2
5511,65484,134,"teacher: so  student: okay...i agree that 'i hope so too' sounds better, but i wouldn't know why. is it just how the verb 'hope' works?    student:i agree that 'i hope so too' sounds better, but i am unsure of the reason behind it. is it simply how the verb 'hope' functions?",so,"okay...i agree that 'i hope so too' sounds better, but i wouldn't know why. is it just how the verb 'hope' works?",1,1,22,0.269217423,2.333333333,2,3,3,3,2,1,3,0,3
5512,64329,126,"teacher: so 'mine' can be a verb and a noun. an action of digging for coal etc. and a place where it happens  student: in my subject, we often talk about data mining. hah    student: in my subject, data mining is frequently discussed.",so 'mine' can be a verb and a noun. an action of digging for coal etc. and a place where it happens,"in my subject, we often talk about data mining. hah",0,22,10,0.467813089,3.333333333,2,3,2,2,2,1,2,3,4
5513,46009,27,teacher: so 3rd = unreal past and 2nd = unreal present/future  student: thanks a lot,so 3rd = unreal past and 2nd = unreal present/future,thanks a lot,0,10,3,0.42632581,0.666666667,2,3,3,4,1,0,2,2,2
5514,39002,54,teacher: so <student> can you give me sentence from the following keywords please?! : thames/london ? (you know what this is right?) for example is i gave you these keywords : heathrow/london you could say: heathrow is an airport in london. ... ok? so..thames/london...give me a sentence if oyu can  student: thames is a river in london. .,so <> can you give me sentence from the following keywords please?!  thames/london ? (you know what this is right?) for example is i gave you these keywords  heathrow/london you could say heathrow is an airport in london. ... ok? so..thames/london...give me a sentence if oyu can,thames is a river in london. .,2,47,7,0.011296154,2.666666667,2,3,3,3,3,2,3,1,3
5515,22412,43,"teacher: so <student> if you can, write a two-sentence introduction for the original essay question from earlier today ok? don't worry too much about 'difficult' words ok? just be direct and clear if you can....remember the question&gt; here it is: our personalities are predetermined as a result of our genes and there is nothing we can do to change them. to what extent do you agree? i'll give you a couple of minutes ok? remember: one background sentence and one 'thesis sentence!  student: okey","so <> if you can, write a two-sentence introduction for the original essay question from earlier today ok? don't worry too much about 'difficult' words ok? just be direct and clear if you can....remember the question&gt; here it is our personalities are predetermined as a result of our genes and there is nothing we can do to change them. to what extent do you agree? i'll give you a couple of minutes ok? remember one background sentence and one 'thesis sentence!",okey,0,81,1,-0.224445332,1,2,3,3,2,3,2,3,1,2
5516,39423,52,teacher: so <student> let's just use this a bit before you forget it! hold on....  student: ok,so <> let's just use this a bit before you forget it! hold on....,ok,0,14,1,0.41022002,1.333333333,2,3,3,4,1,1,3,1,1
5517,65782,28,"teacher: so all the staff will probably be laid off yes that's true i guess - that's what everyone's doing but as you say the demand won't necessarily be there right now - we'l see! i'm planning lots of quality time at my allotment...  student: that sounds like a very good plan here you couldn't go to your allotment either!    student: that seems like a reasonable plan. in this location, you are also unable to access your allotment.",so all the staff will probably be laid off yes that's true i guess - that's what everyone's doing but as you say the demand won't necessarily be there right now - we'l see! i'm planning lots of quality time at my allotment...,that sounds like a very good plan here you couldn't go to your allotment either!,1,43,15,0.732580394,2.666666667,2,3,1,1,0,2,3,3,2
5518,39440,52,teacher: so e.g. last year/last week/2018/ = ? (past simple or present perfect?)  student: present simple because it is specific time,so e.g. last year/last week/2018/ = ? (past simple or present perfect?),present simple because it is specific time,1,12,7,0.458221177,2,2,3,2,3,2,3,3,1,1
5519,35813,30,"teacher: so e.g. the realtionship with the police is kind of contractual no of course you're right...it's all relative! i should take my own advice and change my perspective!  student: no, i think it's very normal... we are all confused and we all have contradictory ideas about everything at the moment... it's a very new situation but i think it'll take longer enough (unfortunately) to clarify our ideas sorry, about apple i don't know the answer!",so e.g. the realtionship with the police is kind of contractual no of course you're right...it's all relative! i should take my own advice and change my perspective!,"no, i think it's very normal... we are all confused and we all have contradictory ideas about everything at the moment... it's a very new situation but i think it'll take longer enough (unfortunately) to clarify our ideas sorry, about apple i don't know the answer!",1,28,46,0.592972316,3,2,3,4,,0,2,2,3,3
5520,59754,64,teacher: so hold on..you mean the first sentence should be different? i like that first sentence!!  student: ok..i am not sure    student: i am unsure.,so hold on..you mean the first sentence should be different? i like that first sentence!!,ok..i am not sure,0,15,4,0.41022002,2.666666667,2,3,1,1,0,2,2,2,2
5521,39424,52,teacher: so i can say about myself for example: 1. i saw the first lord of the rings film when i was living in spain. 2. yesterday i was driving to the supermarket when i saw a police car stop someone in their car. 3. i was going to school when i realized my phone was at home. etc etc ...can you think of a couple of examples (true if possible - but they don't have to be interesting!) for yourself?)  student: i understood the stuffs of present continuous when i was study online. i understood the stuffs of present continuous when i was studying online.,so i can say about myself for example 1. i saw the first lord of the rings film when i was living in spain. 2. yesterday i was driving to the supermarket when i saw a police car stop someone in their car. 3. i was going to school when i realized my phone was at home. etc etc ...can you think of a couple of examples (true if possible - but they don't have to be interesting!) for yourself?),i understood the stuffs of present continuous when i was study online. i understood the stuffs of present continuous when i was studying online.,3,80,24,0.729357505,3,2,3,2,3,4,3,2,4,3
5522,54011,159,teacher: so i told you on facebook that we had a lovely snowy morning! can you guess what's going on at the moment? using can't / must / might / may / could :)  student: it could be melting now? )    student: it might be melting at this time.,so i told you on facebook that we had a lovely snowy morning! can you guess what's going on at the moment? using can't / must / might / may / could ),it could be melting now? ),1,33,6,0.773340435,3,3,3,3,2,1,2,3,0,3
5523,59253,127,"teacher: so if a parent isn't working, the family might be refused a place at a nursery? but that's a vicious circle, they will never be able to start work then! here they are a bit more expensive than nursery; and there is some priority list  student: indeed...we also wrote something about my wife looking for a job as soon as she received the proper papers...but still, at least there are childminers.    student: we also mentioned my wife searching for a job once she got the necessary documents. but at least there are childminers.","so if a parent isn't working, the family might be refused a place at a nursery? but that's a vicious circle, they will never be able to start work then! here they are a bit more expensive than nursery; and there is some priority list","indeed...we also wrote something about my wife looking for a job as soon as she received the proper papers...but still, at least there are childminers.",1,45,25,0.686394084,1.666666667,2,3,4,3,2,2,3,1,3
5524,36081,12,"teacher: so if i say /skn/ (and i do!) an e.g. scottish person might say it that way too but i would still hear that they are scottish and a person from the south of egnland like me might say /skn/ (not like me) but i would still hear that they have the same accent as me in general sorry <student> - have i confused you more?!  student: oh, it's difficult for me to recognise the difference between the example of 'aren't' and 'scone' as i don't know the background!",so if i say /skn/ (and i do!) an e.g. scottish person might say it that way too but i would still hear that they are scottish and a person from the south of egnland like me might say /skn/ (not like me) but i would still hear that they have the same accent as me in general sorry <> - have i confused you more?!,"oh, it's difficult for me to recognise the difference between the example of 'aren't' and 'scone' as i don't know the background!",1,66,22,0.277619314,2.666666667,2,3,4,4,1,0,3,3,2
5525,63477,180,"teacher: so if we embrace our own imperfection, we accept that it's unavoidable))) please!))  student: ok )) i will do ))    student: ok, i will do it.","so if we embrace our own imperfection, we accept that it's unavoidable))) please!))",ok )) i will do )),0,13,6,0.41022002,2,2,3,1,1,0,2,2,4,2
5526,57089,37,"teacher: so if we make 2 basic correct sentences we could get: coal was by far the most significant (better than 'popular' here because people aren't actually choosing it like coca cola you see?) fuel. it produced 130 out of 170 units. ok?  student: ok, it is better than my sentence.    student: it's better than what i wrote.",so if we make 2 basic correct sentences we could get coal was by far the most significant (better than 'popular' here because people aren't actually choosing it like coca cola you see?) fuel. it produced 130 out of 170 units. ok?,"ok, it is better than my sentence.",1,42,7,0.41022002,2.333333333,2,3,3,4,0,2,3,4,3
5527,46001,27,teacher: so if you say 'had' you have to follow it with ...? don't or didn't?  student: didn't,so if you say 'had' you have to follow it with ...? don't or didn't?,didn't,0,15,1,0,1,2,3,3,2,2,0,3,2,2
5528,57075,37,teacher: so if you say 'less' you need to say 'less than' ....so just use one word ok? beginning with 'u'!  student: just u.... a quarter    student: i only have a quarter.,so if you say 'less' you need to say 'less than' ....so just use one word ok? beginning with 'u'!,just u.... a quarter,1,20,4,0.749482691,2,2,3,4,4,1,2,2,2,3
5529,57070,37,teacher: so in fact <student> fractions (half/third/quarter etc) are good to use for variety in language ok? so for example ...52% = just _____ half?  student: just more than half just exceeding half    student: okay,so in fact <> fractions (half/third/quarter etc) are good to use for variety in language ok? so for example ...52% = just _____ half?,just more than half just exceeding half,1,24,7,0.749482691,2.666666667,2,3,2,3,0,2,3,2,4
5530,22417,43,teacher: so in other words 'them' instead of 'it' (because characteristics is plural) and delete 'with' because you're using a subject/verb structure so you on'y need : i agree that..... but a good intro overall <student> - you;re on the right track ok?  student: i think writing in this way is more academic than i wrote before.,so in other words 'them' instead of 'it' (because characteristics is plural) and delete 'with' because you're using a subject/verb structure so you on'y need  i agree that..... but a good intro overall <> - you;re on the right track ok?,i think writing in this way is more academic than i wrote before.,1,41,13,0.729357505,1.666666667,2,3,2,2,2,2,3,0,2
5531,53848,168,"teacher: so is the idea that it's videos? like insta, but videos? why is it sad?  student: anyway, the video was about a wife after seeing her husband leaving his mobile phone on the table and going to the shower, takes the phone and talks to eat to it* very slowly she says buy flowers kyiv' 'buy new iphone 11 kyiv centre' 'beautiful roses kyiv; trying to train the search engines so that later they can show her husband a targeted ad    student: well, the video i watched was about a wife who, after noticing her husband leaving his phone on the table and heading to the shower, picks up the phone and starts talking to it. she speaks very slowly, saying things like ""buy flowers in kyiv,"" ""buy a new iphone 11 in kyiv center,"" and ""beautiful roses in kyiv."" her intention is to train the search engines so that they can later display targeted ads to her husband.","so is the idea that it's videos? like insta, but videos? why is it sad?","anyway, the video was about a wife after seeing her husband leaving his mobile phone on the table and going to the shower, takes the phone and talks to eat to it* very slowly she says buy flowers kyiv' 'buy new iphone 11 kyiv centre' 'beautiful roses kyiv; trying to train the search engines so that later they can show her husband a targeted ad",1,15,65,0.631239533,3,3,3,2,2,2,3,3,4,4
5532,35922,36,teacher: so it's the 3-word negative bit you've got to ivert invert imean e.g. i haven;t had not since i was...  student: not since i was in spain haven't i had so much fun not sure!,so it's the 3-word negative bit you've got to ivert invert imean e.g. i haven;t had not since i was...,not since i was in spain haven't i had so much fun not sure!,3,20,14,0.767091921,2,2,3,3,4,0,3,2,0,3
5533,67055,254,"teacher: so let's stick to the idea of digital billboards aha, i see! how?  student: yes. haha i need to thinl think    student: yes, i need to think.","so let's stick to the idea of digital billboards aha, i see! how?",yes. haha i need to thinl think,1,13,7,0.483904257,0.333333333,2,3,3,4,3,2,2,1,2
5534,39345,74,teacher: so non-native don't use weak forms very much it' s true and it basically doesn't matter that much really but we do yes and it can change the meaning but we understand that if you use them/don't use them it's not changing the meaning because you only have one form! you see what i mean?  student: yes i see <teacher> : most common = seeya (as in pronounced like that i mean ...never see you if you see what i mean),so non-native don't use weak forms very much it' s true and it basically doesn't matter that much really but we do yes and it can change the meaning but we understand that if you use them/don't use them it's not changing the meaning because you only have one form! you see what i mean?,yes i see <>  most common = seeya (as in pronounced like that i mean ...never see you if you see what i mean),4,55,24,0.483904257,1.666666667,2,3,4,3,3,2,3,0,2
5535,22401,43,teacher: so number you need an adjective which means 'something that is set/that you can't change...and the next word in number two means 'from the first day of you life'! number 3: his talent was something he was born with e.g. 'an i_ _ _ _ _ 'talent'. and number 4: kindness etc ...these are particular characteristics or 'qu.........'?! sorry the first comment connects to number 2 ok?  student: innate quality,so number you need an adjective which means 'something that is set/that you can't change...and the next word in number two means 'from the first day of you life'! number 3 his talent was something he was born with e.g. 'an i_ _ _ _ _ 'talent'. and number 4 kindness etc ...these are particular characteristics or 'qu.........'?! sorry the first comment connects to number 2 ok?,innate quality,0,67,2,0.07986452,1.333333333,2,3,4,3,0,2,2,2,3
5536,65674,166,"teacher: so people could live in your hometown and commute to work in beijing! ah, yes, this is always the consequence of better transport connection!  student: beijing is so big, and most conpanies are in the centre of it.    student: beijing is large, and the majority of companies are located in the central area.","so people could live in your hometown and commute to work in beijing! ah, yes, this is always the consequence of better transport connection!","beijing is so big, and most conpanies are in the centre of it.",1,24,13,0.298997881,2.333333333,2,3,3,3,3,2,2,4,3
5537,64363,20,"teacher: so the 50 units refers to electricity...so where does this number phrase go? far away from the noun electricity?  student: coal? sorry, what did you mean    student: coal? i apologize, could you please clarify your previous statement?",so the 50 units refers to electricity...so where does this number phrase go? far away from the noun electricity?,"coal? sorry, what did you mean",0,19,6,0.155000537,3,2,3,2,2,1,2,3,2,2
5538,65675,166,teacher: so the commute will actually take longer than 40 minutes?  student: so the commute will depends which area of your company located. the commute time will depend on the position of your company.    student: so the commute time will depend on the position of your company.,so the commute will actually take longer than 40 minutes?,so the commute will depends which area of your company located. the commute time will depend on the position of your company.,4,10,22,1,1.666666667,2,3,4,4,3,2,2,1,2
5539,66928,62,teacher: so the effect of x is noun ...or the effect of x is that + clause (subject and verb) or e.g. the effect of x is adjective (common actually) so for example : 'the effects of smoking are terrible.'  student: i understand...thanks    student: i comprehend. thank you.,so the effect of x is noun ...or the effect of x is that + clause (subject and verb) or e.g. the effect of x is adjective (common actually) so for example  'the effects of smoking are terrible.',i understand...thanks,0,38,2,0.729357505,3,2,3,1,4,0,1,4,4,2
5540,39419,52,teacher: so the first verb is in the past simple good ...and the second needs to be the....?? yes yes that's it!  student: wow..i got it i never understand it before you teaching me this stuff.,so the first verb is in the past simple good ...and the second needs to be the....?? yes yes that's it!,wow..i got it i never understand it before you teaching me this stuff.,0,21,13,0.179355462,3.333333333,3,3,3,3,1,0,4,0,3
5541,39353,74,teacher: so the other person will just reply 'alright' - you see?! it's not a real question but you can answer it a real question if you like!  student: i don't like it! same in spain... we could say 'qu tal?' instead of 'hola',so the other person will just reply 'alright' - you see?! it's not a real question but you can answer it a real question if you like!,i don't like it! same in spain... we could say 'qu tal?' instead of 'hola',0,27,15,0.729357505,2.333333333,2,3,4,3,0,2,3,1,3
5542,39047,110,"teacher: so the people who created this chatroom wanted it to be very basic, and that's what it is!  student: i see! and <teacher> i'm very very sorry","so the people who created this chatroom wanted it to be very basic, and that's what it is!",i see! and <> i'm very very sorry,1,18,8,0.729357505,3,2,3,3,4,2,2,3,3,2
5543,59018,131,"teacher: so they bought out all the seeds well, i was ok because i had bought them well in advance, the previous summer :)  student: haha    student: haha","so they bought out all the seeds well, i was ok because i had bought them well in advance, the previous summer )",haha,0,23,1,-0.195575384,2.666666667,2,3,3,,3,1,3,2,1
5544,64374,20,"teacher: so to get a good score you include different grammar like you've just done and maybe change the...? one word answer? beginning with letter v! the letter  student: v what value?    student: v, what do you mean?",so to get a good score you include different grammar like you've just done and maybe change the...? one word answer? beginning with letter v! the letter,v what value?,0,27,3,0.094805921,3.333333333,2,3,3,3,1,0,1,3,3
5545,57083,37,"teacher: so yes fine - good to get that little structure 'out of' correct ! or ... e.g. coal accounted for 130 out of 170 units of electricity or e.g. coal generated 130 out of 170 units  student: ok, i understand,,thanks    student: i comprehend. thank you.",so yes fine - good to get that little structure 'out of' correct ! or ... e.g. coal accounted for 130 out of 170 units of electricity or e.g. coal generated 130 out of 170 units,"ok, i understand,,thanks",0,36,3,0.41022002,1.666666667,2,3,3,4,3,2,3,2,3
5546,39013,54,"teacher: so yes we use the 'the' for rivers/deserts/oceans (for example) but we do not use 'the' for example when we talk about .....yes, i see your answer! correct - airports, universities/stations you just have to remember these rules i;m afraid!  student: ok, i got it - thanks","so yes we use the 'the' for rivers/deserts/oceans (for example) but we do not use 'the' for example when we talk about .....yes, i see your answer! correct - airports, universities/stations you just have to remember these rules i;m afraid!","ok, i got it - thanks",1,40,6,0.41022002,1.333333333,2,3,2,4,0,1,2,1,3
5547,58437,199,"teacher: so yes, that's the verb dig (dug-dug) for you!  student: ok! )    student: okay.","so yes, that's the verb dig (dug-dug) for you!",ok! ),0,9,2,0.41022002,2,2,3,1,1,0,3,3,4,2
5548,39434,52,teacher: so you copy the verb 'go down' - it's fine! but what tense?? you can copy the verb  student: declined/decreased/went down,so you copy the verb 'go down' - it's fine! but what tense?? you can copy the verb,declined/decreased/went down,0,18,2,0.532397718,2.333333333,2,3,3,2,0,2,3,3,3
5549,22574,188,teacher: so you know how cars can be petrol / diesel and electric?  student: how they can be? sorry? i know this three options,so you know how cars can be petrol / diesel and electric?,how they can be? sorry? i know this three options,1,12,10,0.782906155,0.666666667,2,3,2,4,2,2,3,1,3
5550,66269,152,teacher: so you know what to do with ' our teachers as much experienced as students needs oriented' :)  student: hm without much?    student: what should i do with 'our teachers as much experienced as students needs oriented'?,so you know what to do with ' our s as much experienced as s needs oriented' ),hm without much?,0,18,3,-0.10651145,2,2,3,4,4,3,3,3,3,3
5551,66147,80,"teacher: so, are you allowed to leave your house and go to shops / cinemas etc?  student: we can go shopping    student: yes, we are allowed to go shopping.","so, are you allowed to leave your house and go to shops / cinemas etc?",we can go shopping,1,15,4,0.770472554,2.333333333,2,3,3,4,2,2,2,0,2
5552,66184,80,"teacher: so, is it the white dog, the movie?  student: nope","so, is it the white dog, the movie?",nope,0,8,1,-0.037232997,1.333333333,2,3,4,3,0,0,2,2,1
5553,63375,117,"teacher: so, underneath the word, you see which part of speech it is, right? 'noun' in this case  student: done yep    student: i have completed the task. yes, i can see that it is a noun.","so, underneath the word, you see which part of speech it is, right? 'noun' in this case",done yep,0,17,2,0.700554481,2,2,3,3,3,1,1,3,1,2
5554,38958,83,"teacher: so, what do you hope will happen in september? would you like some elements of studying from home to remain in place?  student: we are going to have online school","so, what do you hope will happen in september? would you like some elements of studying from home to remain in place?",we are going to have online school,1,22,7,0.770472554,1.333333333,2,3,4,4,1,0,3,4,3
5555,54000,159,"teacher: so, you don't know what i'm thinking. and you think: i wonder what my teacher ___ think (a modal verb)  student: have had a yoga lesson today but actually i would like to sleep instead )    student: i attended a yoga lesson earlier today. however, truth be told, i would much rather prefer to sleep instead.","so, you don't know what i'm thinking. and you think i wonder what my  ___ think (a modal verb)",have had a yoga lesson today but actually i would like to sleep instead ),1,19,15,0.733977052,2.666666667,2,3,4,3,0,3,3,3,3
5556,36266,257,"teacher: so... as i mentioned, this is our final class! is there anything you would like to talk about? exams? tips on how to work on your english in the future? books? anything else? maybe you've got a burning grammar question you've been dying to ask me this whole time?  student: oh, maybe we can talk about tips on how to work my english in the future)","so... as i mentioned, this is our final class! is there anything you would like to talk about? exams? tips on how to work on your english in the future? books? anything else? maybe you've got a burning grammar question you've been dying to ask me this whole time?","oh, maybe we can talk about tips on how to work my english in the future)",5,49,16,0.277619314,2.333333333,2,3,4,4,3,2,4,1,3
5557,39418,52,teacher: so...your original sentence was : 'i saw this when you_______(teach) us.' this is in the past it's true but the logic is the same...  student: so...i saw the table when you teaching us. because you are my teacher before you give to me the table and during you giving and after you giving to me,so...your original sentence was  'i saw this when you_______(teach) us.' this is in the past it's true but the logic is the same...,so...i saw the table when you teaching us. because you are my  before you give to me the table and during you giving and after you giving to me,1,23,29,1,3,2,3,2,2,1,2,2,1,3
5558,66926,62,"teacher: so: 'one of the most significant negative effects children playing video games is that they can lead to violent behaviour.' = good! ...effects of... i mean sorry ready to carry on?  student: so..after 'of' we can write the whole sentence with subjective ,verb and subjective right? objective i think sometime after 'of' we write a noun    student: can we construct a complete sentence with a subject, verb, and object after the word 'of'? sometimes, we use a noun after 'of'.",so 'one of the most significant negative effects children playing video games is that they can lead to violent behaviour.' = good! ...effects of... i mean sorry ready to carry on?,"so..after 'of' we can write the whole sentence with subjective ,verb and subjective right? objective i think sometime after 'of' we write a noun",1,31,24,1,2.333333333,2,3,2,4,3,1,3,0,4
5559,45862,154,"teacher: some other things that might be good to write about are, how old you were when you learned to code, whether it was hard to learn, whether you liked or not things like that because you need a nice 140-190-word article :)  student: ok.","some other things that might be good to write about are, how old you were when you learned to code, whether it was hard to learn, whether you liked or not things like that because you need a nice 140-190-word article )",ok.,0,42,1,0.210937004,0.333333333,2,3,4,2,0,3,3,0,1
5560,38357,88,"teacher: some people live in flats, especially in big cities, and flats are usually on one level. which is probably why they are called 'flats', now that i'm thinking about it  student: i think it is better to live in a house","some people live in flats, especially in big cities, and flats are usually on one level. which is probably why they are called 'flats', now that i'm thinking about it",i think it is better to live in a house,2,30,10,0.481856643,2,2,3,3,3,3,3,3,4,3
5561,35916,36,teacher: some people might never say it i guess...  student: maybe 'guess'?,some people might never say it i guess...,maybe 'guess'?,0,8,2,0.499422612,1.666666667,2,3,4,4,0,0,2,0,3
5562,66176,80,teacher: some psychologists today believe it's not a thing! willpower is a made-up construct.  student: ?,some psychologists today believe it's not a thing! willpower is a made-up construct.,?,0,13,1,0,1.333333333,2,3,3,3,0,0,3,3,1
5563,67012,172,"teacher: someone who seeks status, likes to talk about themselves all the time, likes to be praised is vain someone who places to much importance on their achievements or appearance, actually  student: ok.","someone who seeks status, likes to talk about themselves all the time, likes to be praised is vain someone who places to much importance on their achievements or appearance, actually",ok.,0,30,1,0.397688458,2,3,3,3,4,0,0,3,2,1
5564,65658,103,"teacher: something to think about :) ok, <student>, well done today! have a nice day and i'll talk to you on thursday at `10 am  student: thank you!    student: thank you.","something to think about ) ok, <>, well done today! have a nice day and i'll talk to you on thursday at `10 am",thank you!,0,24,2,0.365195115,1,2,3,3,3,0,2,3,0,2
