text,conversation_id,id,human_int_mean,human_int_var,58c62eac444ade00010231a9,59b536d60516f6000197c3f9,5ab15ab4c42b630001cd36fb,5ad63c167f70c10001904bc5,5b830542b0d72600018dc280,5bb2a0148f3bd70001e5633f,5c4b06903566570001309394,5c4c747aa123930001ac124f,5c6ed5ea21a3560001bd3758,5d2b153afa24ba00173e8ee0,5d2d98a9a0d896001a5d6e4f,5d7f460632ee8a0018dc7502,5d8346167ed176001888204d,5dc0856370d51c032949d2db,5de00d05988d7c0877eaa15a,5de440d3400de40285c01263,5de585e4040f535067ca331e,5df50a49a98a7a3924e4137e,5df63f3ce632e14403dfa80f,5df97fcd11d8796fd29e85e3,5e06667850221303e42bdfc4,5e1e3898753e43085dbc3d71,5e2d7770d70e4e367b8a6498,5e569011c0486f03a51801b5,5e7a5584718c83035a42519c,5ea59ae1ae3958000acc6400,5ea9c1f55ce96d106af147a7,5ec3b9e83f187802a6aa041e,5ecd7b06a1a9170e7806f51e,5ecfc4e722413102e68160ba,5ed22618dd85e700082b5de0,5edab4e9750d97142796d0fa,5eea650223990c15b6063ea8,5eecf91f87fdd30e01f700b8,5ef0b54037a90c618ad9e97f,5ef3efcb420ab11a45a0b8a6,5efd146921bf49159fe2d166,5f0559d1bc410b85707c58a3,5f0af097e7d15b3bf7734642,5f0d65ef2ad0c60009209f0f,5f117f2b69f65101263bf8d0,5f14dbbb791d175744d71a09,5f2196d2670e5a0a96f218de,5f233d7f53212b0e22bf055d,5f3161410f87706425490ae1,5f325435f0fc671a7434cabe,5f36cbc35fc3f70f6385f664,5f3e36440f2e8d0008474ef9,5f3e95436fa4350dadcfbfeb,5f4e13a9c6a7d0ae613da383,5f5e7de4c81d3672642cd612,5f600669b846780f0fe45709,5f73427f244c770277ba2a5d,5f770f1691d3f91d768299f3,5f7d002d141e4e1c0e84e98e,5f8f6afd0b55a11df912a5c9,5f983c66dabf130bee4502f7,5f99cee5a2a7d109a1624e10,5fa76304caa4374da116923a,5fa888dbc0c212750f986c9e,5fae9cb0444e590669418214,5fb7e27bfec8e14167bddfef,5fc60be0227abc1b525a09a8,5fd0c81fc79aef1882cbee94,5fd9c5c67fa7c74ec42bb318,5ffdf54a500d7740e02f3639,60056b8b5db9c8774719d1a8,601941db6605160008690742,602fb33786b077cdbad2d5bb,6030119a4403b3e1f92a756a,60317fc2c8f6320ecde4bcb3,603a293ee62ae15da2674441,603e8ed1b54e6cf4fafcaa1a,6043725293678f31ff8f8ae5,605f811bc336749dd9dddd1b,606b84e11527ce2103add0a5,6071d42438f4fc44ff6b54c5,60743bea7dd527ac14fef25b,607d3fb81fd7a5c65619ed88,60c8bfd9f42872e2d303cc67,60ef4642202c8520a37e19b5,60f88d7fef1959734061e5a7,6101885b0f3e7fdafc8fd5d1,6103a3ece71ab061d5624402,610a9f8ba0cf35614ecb2a8d,61126cd00f29b7c648dca793,61139bc8479c2861f52c4a71,611a78efa6c36a674dc40cc6,611a9f9591ef82d19cfc5db1,611ccab657532350bc9b78ee,612a87998958706392797405,613d091096ca434d703f77c5,614e848825ae648282115670,61693c754827d0e35885a4ea,6171b1bc917dfe828a3130dd,6341258618bd26e47d901d74,human_int,proc_text,int_mean,int_var,new_13bchat,new_7bchat,7b_int,13b_int,7bnonchat_int,13bnonchat_int,gpt4_int,mis_nonchat_int,mix_int,mis7_int
"teacher: well, this is not always the meaning, but in the way harry uses it no, not the same at all! it's so funny that you become hysterical and can't stop laughing. something like that)) ok, one last word! a waffle! do you know 'waffles'?  student: the thing to eat? )    student: what should i eat?",214,58348,3,0,,,,,,3,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,"teacher: well, this is not always the meaning, but in the way harry uses it no, not the same at all! it's so funny that you become hysterical and can't stop laughing. something like that)) ok, one last word! a waffle! do you know 'waffles'?  student: the thing to eat? )    student: what should i eat?",3,0,None,3,1,1,1,1,2,0,2,5
"teacher: well, today's a big day for him. he is in brussels, trying to negotiate a brexit deal. if he fails, we will crash out of the eu on december 31, and that will be very bad indeed as well as his cigar and whisky :)  student: haha crash out of    student: hahacrash out of",163,66894,2.333333333,1.333333333,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: well, today's a big day for him. he is in brussels, trying to negotiate a brexit deal. if he fails, we will crash out of the eu on december 31, and that will be very bad indeed as well as his cigar and whisky :)  student: haha crash out of    student: hahacrash out of",2.333333333,1.333333333,2,3,3,3,1,1,2,0,1,4
"teacher: well, we can give it a go and practise! you didn't think you'd be good at reading and use of english, remember? there are two parts to a writing exam. you have no choice of task in part 1, but in part 2 there are a few options hold on a sec, i'll email you the paper  student: yes-yes. i tend to underestimate myself )) ok thank you    student: yeah, i guess. i always doubt my abilities. alright. thanks.",168,53874,2.666666667,1.333333333,,,,,,,2,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,"teacher: well, we can give it a go and practise! you didn't think you'd be good at reading and use of english, remember? there are two parts to a writing exam. you have no choice of task in part 1, but in part 2 there are a few options hold on a sec, i'll email you the paper  student: yes-yes. i tend to underestimate myself )) ok thank you    student: yeah, i guess. i always doubt my abilities. alright. thanks.",2.666666667,1.333333333,2,3,4,3,0,3,3,2,2,4
"teacher: well, well, do you know what the uk has been buzzing about in the last couple of weeks?  student: oh! yes of course! i wold like to ask you what do you think about the situation would    student: can i ask for your opinion on the situation?",214,58300,3.333333333,0.333333333,,,,,,4,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,"teacher: well, well, do you know what the uk has been buzzing about in the last couple of weeks?  student: oh! yes of course! i wold like to ask you what do you think about the situation would    student: can i ask for your opinion on the situation?",3.333333333,0.333333333,2,3,3,3,0,2,3,0,4,1
"teacher: well, what language you use, what programmes you write  student: we use c on usual lessons we used unity",88,38395,2.333333333,1.333333333,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,2,"teacher: well, what language you use, what programmes you write  student: we use c on usual lessons we used unity",2.333333333,1.333333333,2,3,1,2,0,2,2,2,3,2
"teacher: well, yes, it comes from 'crab', but it means grumpy and bad-tempered!  student: i see    student: i understand",211,56996,1.666666667,1.333333333,,,,1,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: well, yes, it comes from 'crab', but it means grumpy and bad-tempered!  student: i see    student: i understand",1.666666667,1.333333333,2,3,2,3,3,1,3,2,2,2
"teacher: well, yes, it was enough for me!))  student: so it's fear )    student: yeah, i guess it was enough.",177,53958,1.666666667,0.333333333,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: well, yes, it was enough for me!))  student: so it's fear )    student: yeah, i guess it was enough.",1.666666667,0.333333333,2,3,4,4,0,1,2,0,1,3
"teacher: well, yes, you're right  student: we don't know how could be change our life ur us if we did something different way ) changed    student: we are unsure of how our lives could be different if we did things in a different way.",199,58473,3.666666667,0.333333333,,,,,,4,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,4,"teacher: well, yes, you're right  student: we don't know how could be change our life ur us if we did something different way ) changed    student: we are unsure of how our lives could be different if we did things in a different way.",3.666666667,0.333333333,3,3,3,3,3,1,2,1,3,3
"teacher: well, you can always say that at the moment, in lockdown, it's hard to think of things you enjoy - as long as you give a nice answer in terms of language, it doesn't even have to be truthful!  student: it would say the location, as my home is in the city center. it takes me 5 minutes to reach the nearest metro station. moreover, i can just walk to khreschatyk and avoid using any means of transport all-together. other perks include the vicinity of the botanical garden and other green zones. * i would say    student: my home is in the city center. it takes me 5 minutes to reach the nearest metro station. i can also walk to khreschatyk without using any transportation. there are also nearby green areas like the botanical garden.",231,59813,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"teacher: well, you can always say that at the moment, in lockdown, it's hard to think of things you enjoy - as long as you give a nice answer in terms of language, it doesn't even have to be truthful!  student: it would say the location, as my home is in the city center. it takes me 5 minutes to reach the nearest metro station. moreover, i can just walk to khreschatyk and avoid using any means of transport all-together. other perks include the vicinity of the botanical garden and other green zones. * i would say    student: my home is in the city center. it takes me 5 minutes to reach the nearest metro station. i can also walk to khreschatyk without using any transportation. there are also nearby green areas like the botanical garden.",3,1,3,3,4,4,3,3,3,2,4,4
"teacher: well, you don't know what i did and where i went on holiday, right? but you might have some ideas, and that's where the modals of deduction come in.  student: like you must have been at home or you can't have been to italy",88,38377,2.333333333,1.333333333,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,2,"teacher: well, you don't know what i did and where i went on holiday, right? but you might have some ideas, and that's where the modals of deduction come in.  student: like you must have been at home or you can't have been to italy",2.333333333,1.333333333,2,3,3,4,1,1,3,1,4,3
"teacher: well, you know how the sorting hat wanted to put harry in slytherin? but he wanted to be in gryffindor, and the hat listened to him  student: yes",142,65412,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"teacher: well, you know how the sorting hat wanted to put harry in slytherin? but he wanted to be in gryffindor, and the hat listened to him  student: yes",1,1,2,3,3,3,3,2,3,2,2,3
"teacher: well, you're fluent, so not too tough, but at c2 level you obviously aim to impress, not just speak and write  student: that's the problem ))    student: yeah, that's the issue.",168,53871,3.333333333,0.333333333,,,,,,,3,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,"teacher: well, you're fluent, so not too tough, but at c2 level you obviously aim to impress, not just speak and write  student: that's the problem ))    student: yeah, that's the issue.",3.333333333,0.333333333,2,3,3,4,1,2,3,2,3,4
teacher: well-done! and what's going on in this bit?  student: harry is thinking who and why put his name to the goblet of fire    student: harry is contemplating the identity and motive behind the insertion of his name into the goblet of fire.,103,65627,1.333333333,1.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,teacher: well-done! and what's going on in this bit?  student: harry is thinking who and why put his name to the goblet of fire    student: harry is contemplating the identity and motive behind the insertion of his name into the goblet of fire.,1.333333333,1.333333333,None,3,4,4,2,3,3,3,3,1
"teacher: well....a bit formal to be honest! can you think of another way of saying it?  student: oh, really! in summer, there were a lot of people. were are",12,36061,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,2,"teacher: well....a bit formal to be honest! can you think of another way of saying it?  student: oh, really! in summer, there were a lot of people. were are",2,1,2,3,4,3,2,3,3,3,2,4
teacher: well...surviving i guess! i'm at home now and basically 'social distancing' is the new norm so pretty limited also i hurt my knee which is annoying (poor me)  student: finally!!,30,35768,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,,,,,,,1,teacher: well...surviving i guess! i'm at home now and basically 'social distancing' is the new norm so pretty limited also i hurt my knee which is annoying (poor me)  student: finally!!,1,1,3,3,4,4,1,1,3,2,1,2
"teacher: were your muscles really sore?  student: even more i try to be more relaxed )    student: yes, even more than usual. i attempted to adopt a more relaxed approach.",177,53895,2.666666667,2.333333333,,,,,,,3,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,"teacher: were your muscles really sore?  student: even more i try to be more relaxed )    student: yes, even more than usual. i attempted to adopt a more relaxed approach.",2.666666667,2.333333333,2,3,4,4,0,1,3,3,2,2
"teacher: whaat? that's awful! are you in charge of events like this because you are the head girl?  student: i was upset with that, but he said sorry and he saod that he wanted to throw it to his friend yes but to be honest it made me cry    student: i was upset with that, but he apologized and explained that he intended to throw it to his friend. yes, i am responsible for such events because i am the head girl. however, it made me cry, to be honest.",119,66399,2.666666667,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"teacher: whaat? that's awful! are you in charge of events like this because you are the head girl?  student: i was upset with that, but he said sorry and he saod that he wanted to throw it to his friend yes but to be honest it made me cry    student: i was upset with that, but he apologized and explained that he intended to throw it to his friend. yes, i am responsible for such events because i am the head girl. however, it made me cry, to be honest.",2.666666667,0.333333333,2,3,4,3,1,0,3,0,3,3
teacher: what __ they say?  student: do,117,63350,1.666666667,2.333333333,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,2,teacher: what __ they say?  student: do,1.666666667,2.333333333,3,3,2,2,0,3,1,4,1,3
teacher: what about 'throw away / not have something you don't want'?  student: to get rid of?    student: how can i eliminate it?,212,58544,2,0,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,teacher: what about 'throw away / not have something you don't want'?  student: to get rid of?    student: how can i eliminate it?,2,0,2,3,4,4,0,2,3,0,3,2
"teacher: what about his novels? i like fiesta / the sun also rises  student: i know the sun also rises. so i can try fiesta    student: i am aware of the sun also rises. therefore, i may consider giving fiesta a try.",126,64302,3.666666667,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,4,"teacher: what about his novels? i like fiesta / the sun also rises  student: i know the sun also rises. so i can try fiesta    student: i am aware of the sun also rises. therefore, i may consider giving fiesta a try.",3.666666667,0.333333333,2,3,3,3,1,1,3,2,4,2
teacher: what about recycling? do you think recycling can become a habit for people in ukraine?  student: 7-8 hours it is not enough for me((( i think it can and i would love it so much    student: i'm really struggling with the amount of time i'm spending studying. it feels like i'm just not getting enough done in 7-8 hours. i wish i could find a way to make it more enjoyable and engaging.,132,56469,1.666666667,2.333333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,teacher: what about recycling? do you think recycling can become a habit for people in ukraine?  student: 7-8 hours it is not enough for me((( i think it can and i would love it so much    student: i'm really struggling with the amount of time i'm spending studying. it feels like i'm just not getting enough done in 7-8 hours. i wish i could find a way to make it more enjoyable and engaging.,1.666666667,2.333333333,3,3,3,3,4,1,3,0,3,3
teacher: what about the dnipro? hydropark?  student: it is dirty,94,39585,1.666666667,1.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,teacher: what about the dnipro? hydropark?  student: it is dirty,1.666666667,1.333333333,2,3,3,3,3,3,3,0,2,1
teacher: what about wednesday?  student: and sometimes i have strength training on wednesday but today i've missed it ) i see. i miss <student's child> all the time    student: i missed strength training today. i also miss my child a lot.,214,58294,1.666666667,0.333333333,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,teacher: what about wednesday?  student: and sometimes i have strength training on wednesday but today i've missed it ) i see. i miss <student's child> all the time    student: i missed strength training today. i also miss my child a lot.,1.666666667,0.333333333,2,3,3,3,0,2,3,0,3,3
"teacher: what are some other good habits that you have? oh maybe a new habit that you've developed? i got used to recycling, for example  student: i used to bring a lot of seashells from the sea on the holidays , but now i don't    student: hey, remember when i used to collect tons of seashells during my holidays by the sea? well, those days are long gone and i'm just not into it anymore.",132,56464,2.333333333,0.333333333,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: what are some other good habits that you have? oh maybe a new habit that you've developed? i got used to recycling, for example  student: i used to bring a lot of seashells from the sea on the holidays , but now i don't    student: hey, remember when i used to collect tons of seashells during my holidays by the sea? well, those days are long gone and i'm just not into it anymore.",2.333333333,0.333333333,2,3,3,3,3,2,3,0,3,3
teacher: what are you into?  student: i'm into pilates and yoga now i'm into english    student: i am currently interested in pilates and yoga. i am also interested in english.,163,66852,3,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,teacher: what are you into?  student: i'm into pilates and yoga now i'm into english    student: i am currently interested in pilates and yoga. i am also interested in english.,3,1,2,3,3,3,2,1,2,3,3,3
"teacher: what are you tired of? yes, they just want ot drink and party, haha  student: i'm tired of dithering )))    student: i am fatigued by the act of dithering.",117,63401,3.333333333,1.333333333,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,2,,,,,3,"teacher: what are you tired of? yes, they just want ot drink and party, haha  student: i'm tired of dithering )))    student: i am fatigued by the act of dithering.",3.333333333,1.333333333,2,3,1,1,0,2,2,2,3,1
"teacher: what comes to your mind? yes, sure, because you mean 'look at its map', but an aerial view is a better expression!  student: oh..i didn't think about synonyms...this is a trick i should remember... to be honest i don't have many synonyms...maybe stimulating, in certain contexts? noteworthy    student: i didn't consider synonyms. it's a trick i should remember. honestly, i don't have many synonyms. maybe stimulating, in certain contexts? noteworthy.",253,56415,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: what comes to your mind? yes, sure, because you mean 'look at its map', but an aerial view is a better expression!  student: oh..i didn't think about synonyms...this is a trick i should remember... to be honest i don't have many synonyms...maybe stimulating, in certain contexts? noteworthy    student: i didn't consider synonyms. it's a trick i should remember. honestly, i don't have many synonyms. maybe stimulating, in certain contexts? noteworthy.",2,0,2,3,2,4,1,2,4,4,2,4
"teacher: what did they think?  student: that french guy and he asked me a good question he told me i wonder if that soviet people really were waiting for her in moscow it was a period of cold war what do you think?    student: my friend and i discussed it, and he asked a question. he wondered if the soviet people were really waiting for her in moscow during the cold war. what are your thoughts?",163,66855,3.666666667,0.333333333,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"teacher: what did they think?  student: that french guy and he asked me a good question he told me i wonder if that soviet people really were waiting for her in moscow it was a period of cold war what do you think?    student: my friend and i discussed it, and he asked a question. he wondered if the soviet people were really waiting for her in moscow during the cold war. what are your thoughts?",3.666666667,0.333333333,2,3,2,4,2,2,3,2,4,4
"teacher: what did you think in general? does the queen eat well? is it what you expected? yes, definitely, very christmassy!  student: she is not hipster ))",143,47252,1.666666667,0.333333333,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"teacher: what did you think in general? does the queen eat well? is it what you expected? yes, definitely, very christmassy!  student: she is not hipster ))",1.666666667,0.333333333,2,4,3,4,0,0,3,2,2,2
teacher: what do you dislike about it?  student: i'm just not crazy about the story )    student: i do not have a strong preference for the story.,163,66866,3.333333333,0.333333333,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,teacher: what do you dislike about it?  student: i'm just not crazy about the story )    student: i do not have a strong preference for the story.,3.333333333,0.333333333,2,2,4,3,0,2,3,2,2,2
teacher: what do you mean by 'to their staff'?  student: flat where they live and talk    student: they are going to fly to their flat where they live and talk.,103,65622,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,teacher: what do you mean by 'to their staff'?  student: flat where they live and talk    student: they are going to fly to their flat where they live and talk.,1,1,2,3,3,3,2,2,4,1,1,1
teacher: what do you mean?  student: ah victory i've ordered an advent calendar for <student's child> with paw patrol from the uk actuall y    student:i ordered an advent calendar for my child with paw patrol from the uk.,131,59010,1.666666667,2.333333333,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,teacher: what do you mean?  student: ah victory i've ordered an advent calendar for <student's child> with paw patrol from the uk actuall y    student:i ordered an advent calendar for my child with paw patrol from the uk.,1.666666667,2.333333333,2,3,3,,1,2,3,0,3,3
"teacher: what do you mean? (i'm going to ask you what you mean to get longer sentences out of you :))  student: slytherin is my favorite house, so i think sorting hat should sort me there) (also i like draco , but it doesn't matter)    student: slytherin is my preferred house, therefore i believe the sorting hat should assign me there. (additionally, i have a fondness for draco, although it is inconsequential.)",142,65390,2.666666667,0.333333333,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"teacher: what do you mean? (i'm going to ask you what you mean to get longer sentences out of you :))  student: slytherin is my favorite house, so i think sorting hat should sort me there) (also i like draco , but it doesn't matter)    student: slytherin is my preferred house, therefore i believe the sorting hat should assign me there. (additionally, i have a fondness for draco, although it is inconsequential.)",2.666666667,0.333333333,2,3,4,4,3,3,3,3,3,1
teacher: what do you think it's like for a chef to work for her?  student: but cereal (,143,47256,1.333333333,0.333333333,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,teacher: what do you think it's like for a chef to work for her?  student: but cereal (,1.333333333,0.333333333,2,3,3,2,1,2,1,0,1,0
teacher: what do you think? what colour?  student: pink?,103,65649,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,teacher: what do you think? what colour?  student: pink?,1,1,2,3,2,2,3,2,2,1,2,3
teacher: what else would you say?  student: about look up??,7,45965,1,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,teacher: what else would you say?  student: about look up??,1,1,2,3,4,3,1,2,2,1,1,2
"teacher: what food do you think it might be?  student: the thing in the middle looks like a piece of apple but i don't think it is    student: it seems like there's a slice of apple in the center, but i'm not convinced it actually is.",84,53183,3.333333333,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,3,"teacher: what food do you think it might be?  student: the thing in the middle looks like a piece of apple but i don't think it is    student: it seems like there's a slice of apple in the center, but i'm not convinced it actually is.",3.333333333,0.333333333,2,3,3,4,0,1,3,0,2,4
"teacher: what have you got on today?  student: our chat, than yoga, than i have to work with some school staff, then i'll go to the face massage and then a lesson    student: our chat, followed by yoga, followed by working with school staff, followed by a face massage, and finally a lesson.",205,65810,2.333333333,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,2,,2,"teacher: what have you got on today?  student: our chat, than yoga, than i have to work with some school staff, then i'll go to the face massage and then a lesson    student: our chat, followed by yoga, followed by working with school staff, followed by a face massage, and finally a lesson.",2.333333333,0.333333333,2,3,4,4,3,1,3,0,3,3
"teacher: what kind of books do you like in general?  student: like &lt;and then there were none&gt; i think knowing a language can brodern diff cultures i can know. i like fiction books    student: i enjoy reading fiction books. in english, there are many good books available, but i find them difficult to read.",126,64298,3.666666667,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,4,"teacher: what kind of books do you like in general?  student: like &lt;and then there were none&gt; i think knowing a language can brodern diff cultures i can know. i like fiction books    student: i enjoy reading fiction books. in english, there are many good books available, but i find them difficult to read.",3.666666667,0.333333333,2,3,4,4,4,2,2,3,4,3
"teacher: what kind of people, i mean ok! cool!  student: friendly",142,65394,1.333333333,0.333333333,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"teacher: what kind of people, i mean ok! cool!  student: friendly",1.333333333,0.333333333,2,3,2,2,1,2,2,0,2,4
"teacher: what kind of person?))  student: practichniy )    student: i thought about purchasing an advent calendar for myself or for both me and my husband. however, as a practical person, i have started to contemplate how to utilize it. has it become more popular?",152,66234,2.666666667,0.333333333,,,,,,,,,,,,3,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"teacher: what kind of person?))  student: practichniy )    student: i thought about purchasing an advent calendar for myself or for both me and my husband. however, as a practical person, i have started to contemplate how to utilize it. has it become more popular?",2.666666667,0.333333333,2,3,4,4,0,2,3,3,3,2
